,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,address,business_id,city,latitude,longitude,name,postal_code,review_count,stars,state,HasTV,GoodForKids,Caters,NoiseLevel,RestaurantsTakeOut,BusinessAcceptsCreditCards,RestaurantsDelivery,WiFi,OutdoorSeating,BusinessParking,RestaurantsPriceRange2,RestaurantsGoodForGroups,BikeParking,WheelchairAccessible,RestaurantsReservations,weekday_close_after_23,weekend_close_after_23,weekend_hour_g11,caterslabel,tvslabel,kidlabel,delilabel,outdoorlabel,grouplabel,wheellabel,reservelabel,noiselabel,takeoutlabel,cardlabel,wifilabel,bikelabel
157,157,157,65723,535 Liberty Ave,Hb717wjzx1Q7cVXQo1-u2w,Pittsburgh,40.441994,-80.002562,BRGR,15222,32,4.0,PA,TRUE,TRUE,No info,No info,True,True,FALSE,No wifi,TRUE,1,2,TRUE,True,No info,TRUE,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0.0,0
158,158,158,65894,3860 Chartiers Ave,PnfQvtyc5QNcKj7UCY-Riw,Pittsburgh,40.4590524,-80.0769992,Remember When Ice Cream,15204,18,4.0,PA,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0.0,0
159,159,159,66976,5823 N 7th St,1r9xmPVZqsiTNQr_FAcs8w,Phoenix,33.522572,-112.064706,Mary Coyle Ol' Fashion Ice Cream,85014,115,4.0,AZ,TRUE,TRUE,TRUE,average,False,True,FALSE,No wifi,FALSE,1,1,TRUE,True,TRUE,FALSE,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0.0,0
160,160,160,67773,"455 N 3rd St, Ste 120",36psxeiUa-zB0XiOoFXubA,Phoenix,33.45284363,-112.06858899999999,Cold Stone Creamery,85004,38,3.0,AZ,No info,No info,No info,No info,True,True,No info,No wifi,No info,0,2,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
161,161,161,68025,"7501 W Lake Mead Blvd, Ste 105, Summerhill Plaza Strip Mall",EomaPrsFLVSe9TLRtpevwA,Las Vegas,36.195137,-115.257322,Dairy Queen,89128,35,3.5,NV,FALSE,TRUE,FALSE,No info,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,TRUE,FALSE,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1.0,0
162,162,162,68296,3570 Las Vegas Blvd S,uF7sXHXZUy5UuyjsesJ4Jg,Las Vegas,36.116208,-115.175068,Della Spiga Cafe,89109,38,1.5,NV,No info,No info,No info,No info,True,True,No info,Free wifi,No info,1,3,No info,False,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1.0,1
163,163,163,68940,6135 S Pecos,WlTeMP8p3m1b3LxkfBllLQ,Las Vegas,36.07833293,-115.10151880000001,Sonic Drive-In,89120,41,3.0,NV,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
164,164,164,69328,12456 N 28th Dr,DkNJFy9cEM606nsgfs494g,Phoenix,33.599808200000005,-112.11999080000001,Dairy Queen,85029,22,2.5,AZ,FALSE,TRUE,FALSE,quiet,True,True,FALSE,No wifi,FALSE,1,1,TRUE,False,No info,FALSE,0,0,0,1,1,1,1,1,0,0,1,3,0,0,0.0,1
165,165,165,69808,"8451 Davis Lake Pkwy, Ste B1",j7MAcrMGsiRCrFLLQH-XEQ,Charlotte,35.33435757,-80.81444529,Hwy 55 Burgers Shakes & Fries,28269,64,3.0,NC,FALSE,TRUE,TRUE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.0,0
166,166,166,69838,"9211 N Tryon St, Ste 4",mv9ml_hdkfaFZOfFumdGBQ,Charlotte,35.31218148,-80.74584093,Insomnia Cookies,28262,54,3.5,NC,No info,No info,TRUE,No info,True,True,TRUE,No wifi,No info,0,1,No info,True,No info,No info,1,1,1,0,1,0,0,1,0,0,1,2,0,0,0.0,0
167,167,167,69919,305 N Nellis Blvd,AZRUB9twDxhm3JYicAw0NA,Las Vegas,36.1671956,-115.06277040000002,U-Swirl Frozen Yogurt,89110,47,3.0,NV,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,1,No info,False,TRUE,No info,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0.0,1
168,168,168,71297,774 Penn Ave,80-1hn5fAJXFsxuyLe0w7A,Pittsburgh,40.4427831,-79.8827979,Leona's Ice Cream Sandwiches,15221,16,4.5,PA,No info,No info,No info,No info,True,True,FALSE,No wifi,No info,0,1,No info,True,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
169,169,169,71583,300 S Craig St,Sd6kNeNCpY3FkGF-RmjQHw,Pittsburgh,40.44569191,-79.9489865,Razzy Fresh,15213,86,4.0,PA,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,1,1,1,1,1,1,1,0,0,0,1,2,0,0,1.0,0
170,170,170,71959,1316 Poplar St,Dz48AHU652_zg43sBPRb9w,Pittsburgh,40.427698,-80.052296,Antney's,15205,112,5.0,PA,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0.0,0
171,171,171,72067,"1220 E Harmon Ave, Ste A",2rvBPUBtQU0WfcOAHLQWRQ,Las Vegas,36.107996299999996,-115.13639369999999,Crunch Donut Factory,89119,154,3.5,NV,FALSE,TRUE,TRUE,average,True,True,TRUE,Free wifi,FALSE,1,1,TRUE,True,TRUE,FALSE,1,1,1,0,1,0,0,1,0,0,1,2,0,0,1.0,0
172,172,172,72392,"11725 North 19th Ave, Ste 12",cnXyideAGnrIjKjLjOZcHA,Phoenix,33.59184689,-112.0991455,Raspados el Tarasco,85029,13,4.5,AZ,No info,No info,FALSE,No info,False,True,No info,Free wifi,No info,0,1,No info,False,TRUE,No info,0,0,0,1,0,1,1,1,0,0,1,2,1,0,1.0,1
173,173,173,72448,"4045 S Buffalo Dr, Ste A108",u-3exVNGKE0iJ7nnxS3BbA,Las Vegas,36.1153027,-115.26262790000001,Cloud Tea,89147,145,5.0,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,FALSE,1,1,No info,False,TRUE,No info,1,1,1,1,1,1,1,1,0,0,0,2,0,0,1.0,1
174,174,174,73213,12 Ogden Ave,egpDg61SdYbKWvCpPM7Nbg,Las Vegas,36.17315678,-115.14519709999999,Lappert's Ice Cream Shop,89101,220,4.0,NV,No info,No info,FALSE,No info,True,True,FALSE,No wifi,No info,1,1,No info,False,No info,No info,0,0,1,1,1,1,1,1,0,0,1,2,0,0,0.0,1
175,175,175,73805,4007 E Greenway Rd,MOi64A9mDpK9zUB8546L8Q,Phoenix,33.6260043,-111.9955494,Sonic Drive-In,85032,57,2.5,AZ,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
176,176,176,74111,3826 Atwood Ave,V46DbgV5cTnYAwpBS70owQ,Madison,43.085135,-89.3252429,Michael's Frozen Custard,53714,57,3.0,WI,FALSE,TRUE,FALSE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,1,1,1,0,0,0,1,2,0,0,1.0,0
177,177,177,74318,571 State St,Mp-spZbBtbHkzubDSYPs2Q,Madison,43.07480020000001,-89.39544620000002,"MOOYAH Burgers, Fries & Shakes",53703,43,4.0,WI,TRUE,TRUE,FALSE,average,True,True,FALSE,No wifi,FALSE,1,1,TRUE,True,TRUE,FALSE,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,0
178,178,178,74435,6656 Odana Rd,-2Arz8twKJmxHMS3Sv-TeA,Madison,43.056055,-89.4954923,Steep & Brew West,53719,29,3.5,WI,No info,No info,TRUE,No info,True,True,No info,Free wifi,FALSE,1,1,No info,True,TRUE,No info,0,0,0,0,1,0,1,1,0,0,1,2,0,0,1.0,0
179,179,179,75108,"2700 W Mallard Creek Church Rd, Ste 210",pOfQ5CnE8YxZeQNvf7WdkQ,Charlotte,35.340251,-80.7649579,Cold Stone Creamery,28262,35,3.0,NC,No info,No info,TRUE,No info,True,True,FALSE,No wifi,No info,1,2,No info,False,No info,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0.0,1
180,180,180,75465,"4750 W Sahara Ave, Ste 14",mZZpoSSg9-PteV7EV-Keqg,Las Vegas,36.145865,-115.20638999999998,Chamango,89102,51,3.5,NV,FALSE,TRUE,TRUE,loud,True,True,TRUE,Free wifi,FALSE,1,1,TRUE,True,TRUE,FALSE,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1.0,0
181,181,181,75480,"4410 N 40th St, Ste 5",Ao5E4Ppw0m5CNlRjg3mnjQ,Phoenix,33.5024095,-111.9955012,Grateful Spoon Gelato,85018,22,4.0,AZ,No info,No info,No info,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,0,0,1,0,1,1,0,0,1,2,0,0,1.0,0
182,182,182,75492,5880 Forbes Ave,TmGxQgFdiG585PCs_2hCew,Pittsburgh,40.43784160000001,-79.9197512,Rita's Italian Ice,15217,38,4.5,PA,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0.0,0
183,183,183,75720,1816 E 12th St,IAbq5UuXX_hJbxTOB5suWQ,Cleveland,41.50174569,-81.68501346,Vintage Tea & Coffee,44114,65,4.5,OH,FALSE,FALSE,TRUE,No info,True,True,FALSE,Free wifi,FALSE,1,2,FALSE,True,TRUE,FALSE,0,0,0,0,1,0,1,1,1,0,1,2,0,0,1.0,0
184,184,184,76157,12625 N Tatum Blvd,Y9xXCBRs1HWRBjhR7JYP7A,Phoenix,33.6005034,-111.978852,Cold Stone Creamery,85032,29,3.5,AZ,No info,No info,TRUE,No info,True,True,FALSE,No wifi,No info,1,2,No info,True,No info,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0.0,0
185,185,185,77286,4675 W Charleston Blvd,qtZ50TWkfNS2UtLLuD1m8Q,Las Vegas,36.15862420000001,-115.2047571,Freddy's Frozen Custard & Steakburgers,89102,179,4.5,NV,FALSE,TRUE,FALSE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,TRUE,FALSE,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1.0,0
186,186,186,77785,"2740 S Philo Rd, Ste D",avIdLrNHtJDsth8w3i4WOg,Urbana,40.0828635,-88.18907659999998,Red Bicycle Ice Cream,61801,19,4.0,IL,No info,No info,No info,No info,True,True,No info,Free wifi,TRUE,1,2,No info,True,TRUE,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.0,0
187,187,187,78142,1930 Village Center Cir,Pg4U6vKD42yswcGtnrBSSA,Las Vegas,36.1938176,-115.3058135,Donut Mania,89134,47,3.5,NV,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,2,No info,True,TRUE,No info,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0.0,0
188,188,188,79215,2502 E Camelback Rd,xDAjrXQ54-cLj0zYMkT03A,Phoenix,33.5104431,-112.0287274,Frost Gelato at the Biltmore,85016,235,4.5,AZ,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,2,No info,True,TRUE,No info,0,0,1,0,1,0,1,1,0,0,1,2,0,0,1.0,0
189,189,189,79584,"6640 N Durango Dr, Ste 150",RRFfe2Ex2XBcaK2zxSN0eg,Las Vegas,36.281175,-115.28621399999999,Cold Stone Creamery,89149,112,2.5,NV,No info,No info,FALSE,No info,True,True,TRUE,No wifi,No info,0,2,No info,False,No info,No info,0,0,1,1,1,1,0,1,0,0,1,2,0,0,0.0,1
190,190,190,80732,10410 S Decatur Blvd,9virZ-ORrLHsv0p8EORxeg,Las Vegas,36.0002461,-115.2072106,Dairy Queen,89141,39,2.0,NV,FALSE,TRUE,No info,No info,True,True,FALSE,No wifi,FALSE,0,1,FALSE,True,No info,FALSE,0,0,1,1,1,1,1,1,1,0,1,2,0,0,0.0,0
191,191,191,81041,"100 E Camelback Rd, Ste 150",jY2RWYyP42EhEtmhfQrnPQ,Phoenix,33.510597,-112.072199,Creamistry,85012,306,3.5,AZ,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,2,No info,True,TRUE,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1.0,0
192,192,192,81227,5384 Mifflin Rd,6Uv15dNmIxtPMB_1O2O1vA,Pittsburgh,40.36878770000001,-79.9105045,The Scoop,15207,30,4.0,PA,FALSE,TRUE,FALSE,No info,True,False,FALSE,No wifi,TRUE,0,1,TRUE,False,No info,FALSE,0,0,1,1,1,1,1,0,0,0,1,2,0,1,0.0,1
193,193,193,81681,5602 Schroeder Rd,TaRdrB68Ej3RtQuSaw24PA,Madison,43.04673029999999,-89.4758187,Michael's Frozen Custard,53711,36,3.0,WI,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,2,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
194,194,194,81854,"5651 S Grand Canyon Dr, Ste 140",dSARO9oaVVVIUd-VtWNTxQ,Las Vegas,36.0861993,-115.30760349999998,Udderly Rolled,89148,23,4.5,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,0
195,195,195,81883,5200 Clairton Blvd,4RhyluqR0eXERECBLallXQ,Pittsburgh,40.3441894,-79.9723556,Sugar & Spice,15236,34,4.0,PA,No info,No info,FALSE,No info,True,True,FALSE,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
196,196,196,82212,3752 Las Vegas Blvd,JFPKfg_FNxCD4mNqAAAllQ,Las Vegas,36.106212,-115.174213,Pinkberry,89158,116,4.0,NV,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,0,1,No info,True,No info,No info,0,0,1,0,1,0,1,1,0,0,1,2,0,0,0.0,0
197,197,197,83847,7331 Butler St,_YbzxBhz0L7tV-f8KGiNDA,Pittsburgh,40.4880474,-79.92000240000002,Allegheny Ice Cream,15206,17,4.0,PA,No info,No info,No info,No info,True,True,No info,No wifi,No info,0,1,No info,True,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
198,198,198,84475,2128 Murray Ave,RThuRlhMdowhtY8vITEIzQ,Pittsburgh,40.4328604,-79.9232273,Mineo's Pizza House,15217,288,3.5,PA,TRUE,TRUE,FALSE,average,True,False,FALSE,No wifi,FALSE,1,1,TRUE,True,No info,FALSE,1,1,1,1,0,1,1,1,0,0,1,2,0,1,0.0,0
199,199,199,84910,2415 E Baseline Rd,a4CCRl5Uo2vXfrVgpU6vmw,Phoenix,33.3772505,-112.0298918,Zoyo Neighborhood Yogurt,85042,24,4.0,AZ,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,0,1,No info,True,No info,No info,0,0,1,1,0,1,1,0,0,0,1,2,0,0,0.0,0
200,200,200,84950,"3655 S Durango Dr, Ste 19",eJYLFG7BKCxE7uqrEolXVw,Las Vegas,36.276952200000004,-115.28740829999998,Thrifty's Ice cream,89147,54,3.5,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,1,1,1,1,1,1,0,0,1,2,0,0,0.0,0
201,201,201,86258,"3202 E Greenway Rd, Ste 1279",5UCUIK-O6m7tSpi02B6F5g,Phoenix,33.62763625,-112.0116502,Oasis Raspados,85032,22,4.5,AZ,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,FALSE,1,1,TRUE,True,No info,FALSE,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0.0,0
202,202,202,86354,5050 N Central Ave,k1bwHg1izaXnUz67pSx_zQ,Phoenix,33.51040954,-112.07404740000001,Dairy Queen,85012,38,3.0,AZ,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
203,203,203,86387,3533 Forbes Ave,cmaPrML-0zCJOs8_1VYmaw,Pittsburgh,40.4405895,-79.95852430000002,Razzy Fresh,15213,39,4.5,PA,No info,No info,No info,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,1,0,0,0,1,0,1,1,0,0,1,2,0,0,0.0,0
204,204,204,86578,9151 W. Sahara Ave,DxzAGrpddzgGmdtNBHgi8g,Las Vegas,36.14393,-115.29698,Baskin-Robbins,89117,99,2.0,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,1,1,1,1,1,1,0,0,1,2,0,0,0.0,0
205,205,205,87362,654 Washington Rd,uZBRmbonKzNnl0rwY7COrQ,Pittsburgh,40.381136100000006,-80.0445734,15° Fahrenheit Rolled Ice Cream,15228,38,3.0,PA,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,0,1,No info,True,TRUE,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0.0,0
206,206,206,87896,17635 Lake Shore Blvd,3VZ98ST9--1a5XkqKT-xCA,Cleveland,41.584147200000004,-81.5574001,Sandy's Frozen Whip,44119,12,4.5,OH,No info,No info,No info,No info,True,False,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,1,0.0,0
207,207,207,88024,"8841 N 19th Ave, Ste 101",3H3KLktgOrKr9UzpUUSZwA,Phoenix,33.5657923,-112.0991561,Baskin-Robbins,85021,19,3.5,AZ,No info,No info,No info,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0.0,0
208,208,208,88226,31 27th St,SSOG-T0sA2UlQkhqkkHBgQ,Pittsburgh,40.42640372,-79.96729122,Cup ka Joe,15203,30,4.0,PA,No info,No info,FALSE,No info,True,True,No info,Free wifi,TRUE,1,1,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,1.0,0
209,209,209,88251,4442 N Decatur Blvd,roA-hNugvAwiyVirIFH8Aw,Las Vegas,36.2402513,-115.2069047,Sonic Drive-In,89130,60,2.0,NV,FALSE,TRUE,FALSE,quiet,True,True,FALSE,No wifi,TRUE,1,1,FALSE,True,No info,FALSE,1,1,1,1,1,1,1,0,1,0,1,3,0,0,0.0,0
210,210,210,88539,3730 S Las Vegas Blvd,#NAME?,Las Vegas,36.1073485,-115.17658359999999,Pressed Juicery,89158,62,4.5,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,2,No info,False,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,1.0,1
211,211,211,89339,10225 N 28th Dr,rnBffgr3QiXUpKef2YFScg,Phoenix,33.579927000000005,-112.121325,Culver's,85051,109,3.5,AZ,TRUE,TRUE,FALSE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,0,1,1,0,0,0,1,2,0,0,1.0,0
212,212,212,89345,1325 Northport Dr,fQ1sYWuXtVVOFWhrC9bTrA,Madison,43.1341283,-89.3728841,Culver's,53704,16,3.5,WI,TRUE,TRUE,No info,quiet,True,True,FALSE,Free wifi,FALSE,1,1,TRUE,True,No info,FALSE,0,0,1,1,0,1,1,1,0,0,1,3,0,0,1.0,0
213,213,213,90356,4674 State Rd,JYFYfJL6t1EK99xofAjJUw,Cleveland,41.42721105,-81.70933303,Honey Hut Ice Cream,44109,90,5.0,OH,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0.0,0
214,214,214,90403,1702 W Camelback Rd,uFCEU_OtDoF2_7NZ8jYBEw,Phoenix,33.51007761,-112.09610479999999,Milk Run,85015,268,4.5,AZ,No info,No info,FALSE,No info,True,True,No info,Free wifi,FALSE,0,1,No info,True,TRUE,No info,0,0,0,1,1,1,1,1,0,0,1,3,0,0,1.0,0
215,215,215,90531,"1616 Camden Rd, Ste 100",KaC1p_ZNegGBZULLEYU9vg,Charlotte,35.2142559,-80.857754,Two Scoops Creamery Southend,28203,13,4.5,NC,No info,No info,No info,No info,True,True,No info,No wifi,No info,0,1,No info,True,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,0
216,216,216,90591,1930 Camden Rd,NbrXg59fYR3MoeXdeAIQIQ,Charlotte,35.2110826,-80.8610434,Pike's Old Fashioned Soda Shop,28203,298,3.5,NC,TRUE,TRUE,TRUE,average,True,True,FALSE,Free wifi,TRUE,1,2,TRUE,True,No info,FALSE,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1.0,0
217,217,217,91470,207 Atwood St,Hz1F5uruPe1kCsf5PIA6Sg,Pittsburgh,40.440925299999996,-79.9573017,Dave & Andy's,15213,258,4.5,PA,No info,No info,FALSE,No info,True,False,No info,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,1,1,1,1,1,0,0,1,3,0,1,0.0,0
218,218,218,91663,825 E Camelback Rd,poX-2lODvtmkR6pve8FXFA,Phoenix,33.508841,-112.06307199999999,Culver's,85014,170,3.5,AZ,TRUE,TRUE,FALSE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,0,1,1,0,0,0,1,2,0,0,1.0,0
219,219,219,92397,664 Washington Rd,hDRjIbbseWN7ZSVZy2t2fA,Pittsburgh,40.380726,-80.044831,Betsy's Ice Cream,15228,54,4.0,PA,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.0,0
220,220,220,93453,4401 Bridge Ave,p6Rf2hsyF1eYVJk9ag3W2A,Cleveland,41.48046804,-81.71669469,Mason's Creamery,44113,208,4.5,OH,FALSE,TRUE,TRUE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.0,0
221,221,221,93627,2611 W Carefree Hwy,KIrNrwAb15RH_L9xItcA3g,Phoenix,33.79740635,-112.11754209999998,Dairy Queen Orange Julius,85085,11,3.0,AZ,No info,No info,No info,No info,True,True,No info,No wifi,No info,0,1,No info,True,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,0
222,222,222,94329,2801 Penn Ave,4iSVxQKK1G3V-LBffQxaKg,Pittsburgh,40.4570297,-79.9756142,Klavon's Ice Cream Parlor,15222,187,4.0,PA,No info,No info,TRUE,No info,True,True,FALSE,No wifi,No info,1,1,No info,True,No info,FALSE,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0.0,0
223,223,223,95148,11011 W Charleston Blvd,6Vvr7K3fB4oDVBeSBPvvyQ,Las Vegas,36.15594114,-115.3340149,Ben & Jerry's Ice Cream,89135,20,4.0,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,False,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,1
224,224,224,95329,719 Brookline Blvd,yJwHl1SyJkAz7xOxtCnqjg,Pittsburgh,40.3946079,-80.02078780000002,Scoops On The Boulevard,15226,17,4.5,PA,No info,TRUE,No info,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
225,225,225,95405,"410 S Rampart Blvd, #135",EtslnZaLkUaC_ooVZtHbYQ,Las Vegas,36.1685774,-115.28516509999999,Pressed Juicery,89145,67,4.5,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,1.0,0
226,226,226,96643,"10550 Southern Highlands Pkwy, Ste 110",oyh1CYVHDiAyDtF-ug8y3w,Las Vegas,35.9974897,-115.20563259999999,Pineapple Park,89141,246,4.0,NV,TRUE,TRUE,TRUE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,TRUE,FALSE,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0.0,0
227,227,227,96753,6850 Spring Mountain Rd,fbyYmI6VkWFBhYTreIqyTQ,Las Vegas,36.1271948,-115.24134009999999,Bbear Cafe,89146,21,4.0,NV,No info,No info,No info,No info,True,True,No info,Free wifi,No info,0,1,No info,True,No info,No info,0,0,0,0,1,0,1,1,0,0,1,2,0,0,1.0,0
228,228,228,97526,"5165 S Fort Apache Rd, Ste 160",dYDuaXVyIXMXlmeMYf2ktw,Las Vegas,36.09571500000001,-115.29826840000001,Sweet Addiction,89148,435,4.0,NV,No info,No info,TRUE,No info,True,True,FALSE,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0.0,0
229,229,229,97527,12641 N Cave Creek Rd,EjQOE5UZgqC0O9KSErZXIw,Phoenix,33.602238899999996,-112.0364822,Dairy Queen,85022,22,2.0,AZ,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,FALSE,0,1,TRUE,True,No info,FALSE,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0.0,0
230,230,230,98172,"7435 S Durango Dr, Ste 103",DBcBz2b8c4eHHxAzln3gog,Las Vegas,36.0529679,-115.2799153,Cold Stone Creamery,89113,105,2.5,NV,No info,No info,TRUE,No info,True,True,FALSE,No wifi,No info,1,1,No info,True,No info,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0.0,0
231,231,231,98242,9864 Rea Rd,AKb-cQ8K7XqKDdgSkAml8A,Charlotte,35.036187899999994,-80.8076287,TCBY,28277,21,3.0,NC,No info,No info,No info,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0.0,0
232,232,232,98377,"505 W Dunlap Ave, Ste H",cO3m54wXVDJW8ryy_2wpBQ,Phoenix,33.567213,-112.081629,Antojitos Mi Pueblo,85021,23,4.5,AZ,TRUE,TRUE,No info,average,True,True,FALSE,No wifi,FALSE,1,1,TRUE,True,No info,FALSE,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,0
233,233,233,99148,"2510 W Thunderbird Rd, Ste 1",QxoEkFbKsmpPrzPpWGfJgg,Phoenix,33.611236,-112.110114,Lucky Donuts,85023,116,4.5,AZ,No info,No info,TRUE,No info,True,True,FALSE,No wifi,No info,1,1,No info,False,No info,No info,0,0,1,0,1,0,1,1,0,0,1,2,0,0,0.0,1
234,234,234,99554,"9605 N Tryon St, Ste S",O0MFflOOBQYIl9Idnokq4w,Charlotte,35.31719370000001,-80.74020412,Rolo Poke,28262,22,4.5,NC,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,2,No info,False,TRUE,No info,0,0,1,0,1,0,1,1,0,0,1,2,0,0,1.0,1
235,235,235,99578,3550 E Bell Rd,h4U3h1RbgLvHl0fKSSUhPA,Phoenix,33.6410008,-112.00518329999998,Dairy Queen,85032,74,1.5,AZ,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,FALSE,1,1,TRUE,True,No info,FALSE,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0.0,0
